"Freq [GHz]","dB(St(Diff1,Diff1)) []","dB(St(Diff2,Diff1)) []"
3.9,-29.6481351161469,-0.308759227061413
3.91,-29.6302096141571,-0.309488580931367
3.92,-29.6123597864786,-0.310217848779257
3.93,-29.5945853083742,-0.310947030991973
3.94,-29.5768858577411,-0.311676127953613
3.95,-29.5592611150837,-0.312405140045475
3.96,-29.5417107634871,-0.313134067646091
3.97,-29.5242344885908,-0.313862911131232
3.98,-29.506831978563,-0.31459167087395
3.99,-29.4895029240757,-0.315320347244586
4,-29.4722470182783,-0.316048940610806
4.01,-29.4550639567738,-0.316777451337599
4.02,-29.4379534375941,-0.317505879787335
4.03,-29.4209151611759,-0.318234226319764
4.04,-29.4039488303365,-0.318962491292043
4.05,-29.3870541502508,-0.319690675058784
4.06,-29.3702308284276,-0.320418777972053
4.07,-29.3534785746873,-0.32114680038141
4.08,-29.3367971011387,-0.321874742633926
4.09,-29.320186122157,-0.322602605074232
4.1,-29.3036453543617,-0.323330388044529
4.11,-29.2871745165947,-0.324058091884611
4.12,-29.2707733298993,-0.324785716931906
4.13,-29.2544415174987,-0.325513263521506
4.14,-29.2381788047747,-0.326240731986198
4.15,-29.221984919248,-0.326968122656461
4.16,-29.2058595905567,-0.327695435860549
4.17,-29.1898025504371,-0.328422671924477
4.18,-29.1738135327034,-0.329149831172068
4.19,-29.1578922732278,-0.329876913924994
4.2,-29.1420385099217,-0.330603920502781
4.21,-29.1262519827162,-0.331330851222864
4.22,-29.110532433543,-0.332057706400606
4.23,-29.0948796063164,-0.332784486349326
4.24,-29.0792932469138,-0.333511191380338
4.25,-29.0637731031589,-0.334237821802991
4.26,-29.0483189248019,-0.334964377924659
4.27,-29.0329304635037,-0.335690860050837
4.28,-29.0176074728166,-0.336417268485128
4.29,-29.002349708168,-0.337143603529254
4.3,-28.9871569268427,-0.337869865483159
4.31,-28.9720288879665,-0.33859605464499
4.32,-28.956965352489,-0.33932217131112
4.33,-28.9419660831673,-0.34004821577622
4.34,-28.9270308445491,-0.340774188333264
4.35,-28.912159402958,-0.341500089273542
4.36,-28.8973515264757,-0.342225918886759
4.37,-28.8826069849274,-0.342951677460989
4.38,-28.8679255498659,-0.343677365282752
4.39,-28.8533069945563,-0.344402982637043
4.4,-28.8387510939605,-0.345128529807335
4.41,-28.8242576247226,-0.345854007075648
4.42,-28.8098263651537,-0.346579414722559
4.43,-28.7954570952171,-0.347304753027228
4.44,-28.7811495965142,-0.348030022267451
4.45,-28.7669036522697,-0.348755222719668
4.46,-28.7527190473179,-0.349480354659012
4.47,-28.7385955680878,-0.350205418359327
4.48,-28.7245330025904,-0.350930414093195
4.49,-28.7105311404038,-0.351655342131998
4.5,-28.6965897726606,-0.352380202745899
4.51,-28.6827086920341,-0.353104996203918
4.52,-28.6688876927246,-0.353829722773935
4.53,-28.6551265704473,-0.354554382722729
4.54,-28.641425122418,-0.355278976315996
4.55,-28.627783147342,-0.356003503818411
4.56,-28.6142004453998,-0.356727965493608
4.57,-28.6006768182352,-0.357452361604258
4.58,-28.5872120689433,-0.358176692412054
4.59,-28.5738060020575,-0.358900958177784
4.6,-28.5604584235379,-0.359625159161334
4.61,-28.5471691407595,-0.360349295621696
4.62,-28.5339379624992,-0.361073367817049
4.63,-28.5207646989253,-0.361797376004731
4.64,-28.5076491615856,-0.362521320441317
4.65,-28.4945911633956,-0.363245201382606
4.66,-28.4815905186273,-0.363969019083664
4.67,-28.4686470428981,-0.364692773798862
4.68,-28.4557605531592,-0.365416465781885
4.69,-28.4429308676855,-0.366140095285761
4.7,-28.4301578060639,-0.3668636625629
4.71,-28.4174411891828,-0.367587167865103
4.72,-28.4047808392219,-0.368310611443601
4.73,-28.392176579641,-0.369033993549076
4.74,-28.3796282351698,-0.369757314431678
4.75,-28.3671356317975,-0.370480574341063
4.76,-28.3546985967634,-0.371203773526412
4.77,-28.3423169585456,-0.371926912236462
4.78,-28.3299905468519,-0.372649990719496
4.79,-28.3177191926093,-0.373373009223426
4.8,-28.3055027279548,-0.374095967995768
4.81,-28.2933409862255,-0.374818867283682
4.82,-28.2812338019487,-0.375541707333991
4.83,-28.2691810108329,-0.376264488393222
4.84,-28.2571824497582,-0.376987210707602
4.85,-28.2452379567673,-0.377709874523088
4.86,-28.2333473710555,-0.378432480085398
4.87,-28.2215105329626,-0.379155027640033
4.88,-28.2097272839636,-0.379877517432279
4.89,-28.1979974666595,-0.38059994970725
4.9,-28.1863209247686,-0.381322324709897
4.91,-28.1746975031179,-0.382044642685031
4.92,-28.1631270476347,-0.382766903877343
4.93,-28.1516094053375,-0.383489108531427
4.94,-28.140144424328,-0.38421125689179
4.95,-28.1287319537822,-0.38493334920289
4.96,-28.1173718439429,-0.385655385709125
4.97,-28.106063946111,-0.38637736665488
4.98,-28.0948081126371,-0.387099292284545
4.99,-28.0836041969144,-0.387821162842502
5,-28.0724520533697,-0.388542978573171
5.01,-28.061351537456,-0.389264739721025
5.02,-28.0503025056448,-0.389986446530609
5.03,-28.0393048154183,-0.390708099246532
5.04,-28.0283583252616,-0.391429698113506
5.05,-28.0174628946553,-0.392151243376383
5.06,-28.0066183840677,-0.392872735280106
5.07,-27.9958246549485,-0.393594174069802
5.08,-27.9850815697193,-0.394315559990734
5.09,-27.9743889917686,-0.395036893288366
5.1,-27.9637467854432,-0.39575817420834
5.11,-27.9531548160417,-0.396479402996503
5.12,-27.9426129498068,-0.397200579898931
5.13,-27.9321210539193,-0.397921705161943
5.14,-27.9216789964904,-0.398642779032092
5.15,-27.9112866465548,-0.399363801756213
5.16,-27.9009438740647,-0.400084773581403
5.17,-27.8906505498818,-0.400805694755056
5.18,-27.8804065457723,-0.401526565524862
5.19,-27.8702117343988,-0.402247386138837
5.2,-27.8600659893144,-0.402968156845312
5.21,-27.8499691849567,-0.403688877892973
5.22,-27.8399211966405,-0.404409549530831
5.23,-27.8299219005518,-0.405130172008309
5.24,-27.819971173742,-0.405850745575144
5.25,-27.810068894121,-0.406571270481497
5.26,-27.8002149404515,-0.407291746977892
5.27,-27.7904091923427,-0.408012175315311
5.28,-27.7806515302442,-0.408732555745102
5.29,-27.7709418354402,-0.409452888519056
5.3,-27.7612799900437,-0.410173173889393
5.31,-27.7516658769902,-0.410893412108801
5.32,-27.7420993800321,-0.411613603430385
5.33,-27.732580383733,-0.412333748107749
5.34,-27.7231087734622,-0.413053846394934
5.35,-27.7136844353885,-0.413773898546493
5.36,-27.7043072564753,-0.41449390481744
5.37,-27.6949771244745,-0.415213865463306
5.38,-27.685693927921,-0.415933780740106
5.39,-27.6764575561279,-0.416653650904363
5.4,-27.6672678991807,-0.417373476213154
5.41,-27.6581248479314,-0.41809325692404
5.42,-27.6490282939944,-0.418812993295131
5.43,-27.6399781297405,-0.419532685585084
5.44,-27.6309742482918,-0.420252334053061
5.45,-27.6220165435167,-0.420971938958833
5.46,-27.6131049100248,-0.421691500562677
5.47,-27.6042392431617,-0.422411019125453
5.48,-27.5954194390045,-0.423130494908587
5.49,-27.5866453943561,-0.423849928174079
5.5,-27.5779170067408,-0.424569319184496
5.51,-27.5692341743998,-0.425288668202996
5.52,-27.5605967962852,-0.42600797549333
5.53,-27.5520047720568,-0.42672724131982
5.54,-27.5434580020759,-0.427446465947369
5.55,-27.534956387402,-0.428165649641548
5.56,-27.5264998297869,-0.428884792668454
5.57,-27.518088231671,-0.429603895294831
5.58,-27.5097214961786,-0.430322957788007
5.59,-27.501399527113,-0.431041980415944
5.6,-27.4931222289527,-0.431760963447213
5.61,-27.4848895068462,-0.432479907151
5.62,-27.4767012666082,-0.433198811797097
5.63,-27.4685574147155,-0.43391767765596
5.64,-27.4604578583016,-0.434636504998617
5.65,-27.4524025051539,-0.43535529409675
5.66,-27.4443912637081,-0.436074045222689
5.67,-27.4364240430453,-0.436792758649341
5.68,-27.4285007528871,-0.437511434650299
5.69,-27.4206213035913,-0.438230073499743
5.7,-27.4127856061484,-0.438948675472531
5.71,-27.4049935721778,-0.439667240844112
5.72,-27.397245113923,-0.440385769890594
5.73,-27.389540144248,-0.441104262888739
5.74,-27.3818785766336,-0.441822720115893
5.75,-27.3742603251736,-0.44254114185009
5.76,-27.3666853045704,-0.443259528369969
5.77,-27.3591534301318,-0.443977879954812
5.78,-27.351664617767,-0.444696196884547
5.79,-27.3442187839824,-0.445414479439735
5.8,-27.336815845879,-0.446132727901545
5.81,-27.3294557211478,-0.446850942551847
5.82,-27.3221383280666,-0.447569123673049
5.83,-27.314863585496,-0.44828727154827
5.84,-27.3076314128764,-0.449005386461233
5.85,-27.3004417302239,-0.449723468696289
5.86,-27.2932944581277,-0.450441518538404
5.87,-27.2861895177454,-0.451159536273219
5.88,-27.2791268308005,-0.451877522186943
5.89,-27.2721063195787,-0.452595476566439
5.9,-27.2651279069244,-0.453313399699159
5.91,-27.2581915162378,-0.45403129187325
5.92,-27.2512970714711,-0.454749153377393
5.93,-27.2444444971254,-0.455466984500911
5.94,-27.2376337182476,-0.456184785533781
5.95,-27.2308646604271,-0.456902556766505
5.96,-27.2241372497923,-0.457620298490269
5.97,-27.2174514130081,-0.458338010996824
5.98,-27.2108070772723,-0.459055694578528
5.99,-27.2042041703126,-0.459773349528345
6,-27.1976426203834,-0.460490976139826
6.01,-27.1911223562631,-0.461208574707094
6.02,-27.1846433072508,-0.461926145524919
6.03,-27.1782054031636,-0.462643688888584
6.04,-27.1718085743331,-0.463361205094001
6.05,-27.1654527516034,-0.464078694437624
6.06,-27.1591378663269,-0.464796157216501
6.07,-27.1528638503628,-0.465513593728266
6.08,-27.1466306360733,-0.466231004271061
6.09,-27.1404381563211,-0.466948389143653
6.1,-27.1342863444668,-0.467665748645307
6.11,-27.1281751343656,-0.468383083075882
6.12,-27.1221044603652,-0.469100392735791
6.13,-27.1160742573027,-0.469817677925922
6.14,-27.1100844605018,-0.470534938947764
6.15,-27.1041350057706,-0.471252176103343
6.16,-27.0982258293986,-0.471969389695166
6.17,-27.092356868154,-0.472686580026309
6.18,-27.0865280592814,-0.473403747400342
6.19,-27.0807393404991,-0.474120892121324
6.2,-27.0749906499966,-0.474838014493894
6.21,-27.0692819264319,-0.475555114823104
6.22,-27.0636131089292,-0.476272193414602
6.23,-27.0579841370767,-0.476989250574424
6.24,-27.0523949509232,-0.477706286609177
6.25,-27.0468454909769,-0.478423301825895
6.26,-27.041335698202,-0.479140296532151
6.27,-27.0358655140169,-0.479857271035881
6.28,-27.0304348802916,-0.480574225645609
6.29,-27.0250437393456,-0.481291160670163
6.3,-27.019692033945,-0.482008076419039
6.31,-27.0143797073011,-0.482724973201973
6.32,-27.0091067030672,-0.483441851329248
6.33,-27.0038729653374,-0.484158711111557
6.34,-26.9986784386431,-0.484875552860016
6.35,-26.9935230679521,-0.485592376886169
6.36,-26.9884067986651,-0.48630918350197
6.37,-26.983329576615,-0.487025973019802
6.38,-26.9782913480634,-0.487742745752403
6.39,-26.9732920596993,-0.488459502012946
6.4,-26.9683316586366,-0.489176242115016
6.41,-26.9634100924124,-0.489892966372507
6.42,-26.9585273089848,-0.490609675099747
6.43,-26.9536832567304,-0.491326368611434
6.44,-26.9488778844429,-0.492043047222596
6.45,-26.9441111413308,-0.492759711248634
6.46,-26.9393829770156,-0.493476361005304
6.47,-26.9346933415294,-0.494192996808697
6.48,-26.9300421853137,-0.49490961897524
6.49,-26.9254294592165,-0.495626227821693
6.5,-26.9208551144916,-0.496342823665136
6.51,-26.9163191027954,-0.49705940682297
6.52,-26.9118213761861,-0.497775977612883
6.53,-26.9073618871213,-0.498492536352898
6.54,-26.9029405884561,-0.499209083361294
6.55,-26.8985574334418,-0.499925618956624
6.56,-26.8942123757238,-0.500642143457825
6.57,-26.8899053693395,-0.501358657183983
6.58,-26.8856363687169,-0.502075160454487
6.59,-26.881405328673,-0.502791653589018
6.6,-26.8772122044119,-0.503508136907458
6.61,-26.8730569515226,-0.504224610729993
6.62,-26.8689395259785,-0.504941075376967
6.63,-26.8648598841345,-0.505657531169036
6.64,-26.8608179827259,-0.506373978426987
6.65,-26.8568137788667,-0.507090417471881
6.66,-26.8528472300482,-0.507806848624988
6.67,-26.8489182941369,-0.508523272207738
6.68,-26.8450269293734,-0.509239688541768
6.69,-26.8411730943703,-0.509956097948936
6.7,-26.8373567481115,-0.510672500751206
6.71,-26.8335778499494,-0.511388897270783
6.72,-26.8298363596046,-0.512105287829945
6.73,-26.8261322371638,-0.512821672751224
6.74,-26.822465443078,-0.513538052357224
6.75,-26.8188359381619,-0.514254426970684
6.76,-26.8152436835915,-0.514970796914551
6.77,-26.8116886409035,-0.515687162511809
6.78,-26.8081707719928,-0.516403524085616
6.79,-26.8046900391127,-0.517119881959199
6.8,-26.8012464048714,-0.517836236455842
6.81,-26.7978398322327,-0.518552587899072
6.82,-26.7944702845131,-0.519268936612367
6.83,-26.7911377253812,-0.51998528291927
6.84,-26.7878421188561,-0.520701627143481
6.85,-26.7845834293061,-0.521417969608738
6.86,-26.7813616214475,-0.522134310638802
6.87,-26.7781766603432,-0.522850650557488
6.88,-26.7750285114014,-0.523566989688613
6.89,-26.7719171403743,-0.524283328356151
6.9,-26.7688425133569,-0.524999666883941
6.91,-26.765804596786,-0.525716005595926
6.92,-26.7628033574383,-0.526432344816042
6.93,-26.7598387624299,-0.527148684868192
6.94,-26.7569107792148,-0.527865026076331
6.95,-26.7540193755834,-0.528581368764343
6.96,-26.7511645196622,-0.529297713256119
6.97,-26.7483461799114,-0.530014059875514
6.98,-26.745564325125,-0.530730408946293
6.99,-26.7428189244286,-0.531446760792268
7,-26.7401099472792,-0.532163115737121
7.01,-26.7374373634633,-0.532879474104466
7.02,-26.7348011430964,-0.533595836217933
7.03,-26.7322012566215,-0.534312202400939
7.04,-26.7296376748083,-0.535028572976985
7.05,-26.727110368752,-0.535744948269304
7.06,-26.7246193098723,-0.536461328601124
7.07,-26.7221644699125,-0.537177714295596
7.08,-26.7197458209379,-0.537894105675639
7.09,-26.7173633353357,-0.538610503064121
7.1,-26.7150169858134,-0.539326906783837
7.11,-26.712706745398,-0.540043317157293
7.12,-26.7104325874347,-0.540759734506991
7.13,-26.7081944855864,-0.541476159155172
7.14,-26.7059924138327,-0.542192591423974
7.15,-26.7038263464688,-0.542909031635364
7.16,-26.7016962581043,-0.543625480111088
7.17,-26.699602123663,-0.544341937172783
7.18,-26.6975439183814,-0.545058403141792
7.19,-26.6955216178081,-0.545774878339323
7.2,-26.6935351978027,-0.54649136308638
7.21,-26.6915846345351,-0.54720785770372
7.22,-26.6896699044849,-0.547924362511906
7.23,-26.6877909844399,-0.548640877831261
7.24,-26.6859478514957,-0.54935740398181
7.25,-26.6841404830552,-0.55007394128343
7.26,-26.6823688568269,-0.550790490055728
7.27,-26.6806329508249,-0.551507050617959
7.28,-26.678932743368,-0.552223623289219
7.29,-26.6772682130783,-0.552940208388263
7.3,-26.6756393388813,-0.553656806233597
7.31,-26.6740461000045,-0.554373417143424
7.32,-26.6724884759772,-0.555090041435651
7.33,-26.670966446629,-0.555806679427911
7.34,-26.6694799920901,-0.55652333143743
7.35,-26.6680290927897,-0.557239997781215
7.36,-26.6666137294556,-0.557956678775932
7.37,-26.6652338831138,-0.558673374737811
7.38,-26.6638895350874,-0.559390085982955
7.39,-26.6625806669962,-0.560106812826878
7.4,-26.661307260756,-0.560823555584894
7.41,-26.6600692985778,-0.561540314571871
7.42,-26.6588667629673,-0.562257090102378
7.43,-26.6576996367242,-0.562973882490595
7.44,-26.656567902942,-0.563690692050258
7.45,-26.6554715450063,-0.564407519094747
7.46,-26.6544105465958,-0.56512436393712
7.47,-26.6533848916803,-0.565841226889871
7.48,-26.6523945645207,-0.566558108265239
7.49,-26.6514395496687,-0.567275008374951
7.5,-26.6505198319658,-0.567991927530304
7.51,-26.6496353965427,-0.568708866042259
7.52,-26.6487862288195,-0.569425824221226
7.53,-26.6479723145043,-0.570142802377265
7.54,-26.6471936395931,-0.570859800819891
7.55,-26.6464501903692,-0.571576819858225
7.56,-26.645741953403,-0.57229385980089
7.57,-26.6450689155508,-0.573010920956059
7.58,-26.6444310639553,-0.573728003631442
7.59,-26.6438283860444,-0.574445108134154
7.6,-26.6432608695309,-0.575162234770958
7.61,-26.6427285024122,-0.575879383848065
7.62,-26.6422312729698,-0.576596555671138
7.63,-26.6417691697689,-0.577313750545391
7.64,-26.6413421816579,-0.578030968775459
7.65,-26.6409502977678,-0.578748210665498
7.66,-26.6405935075128,-0.579465476519151
7.67,-26.6402718005879,-0.58018276663943
7.68,-26.639985166971,-0.580900081328882
7.69,-26.6397335969208,-0.581617420889493
7.7,-26.6395170809767,-0.582334785622668
7.71,-26.639335609959,-0.583052175829271
7.72,-26.6391891749682,-0.58376959180956
7.73,-26.6390777673847,-0.584487033863283
7.74,-26.6390013788684,-0.585204502289517
7.75,-26.6389600013584,-0.585921997386805
7.76,-26.6389536270732,-0.586639519453116
7.77,-26.6389822485095,-0.587357068785751
7.78,-26.6390458584427,-0.588074645681507
7.79,-26.639144449926,-0.58879225043642
7.8,-26.6392780162907,-0.589509883346006
7.81,-26.6394465511456,-0.59022754470517
7.82,-26.6396500483767,-0.59094523480814
7.83,-26.6398885021473,-0.591662953948504
7.84,-26.6401619068975,-0.592380702419246
7.85,-26.6404702573439,-0.59309848051269
7.86,-26.6408135484796,-0.593816288520443
7.87,-26.6411917755738,-0.59453412673354
7.88,-26.6416049341719,-0.595251995442304
7.89,-26.6420530200952,-0.595969894936401
7.9,-26.6425360294401,-0.596687825504774
7.91,-26.6430539585791,-0.597405787435744
7.92,-26.6436068041597,-0.598123781016924
7.93,-26.6441945631046,-0.598841806535222
7.94,-26.6448172326114,-0.599559864276857
7.95,-26.6454748101527,-0.600277954527317
7.96,-26.6461672934759,-0.600996077571385
7.97,-26.646894680603,-0.601714233693156
7.98,-26.6476569698304,-0.602432423176029
7.99,-26.6484541597289,-0.603150646302527
8,-26.6492862491439,-0.603868903354598
8.01,-26.6501532371948,-0.604587194613401
8.02,-26.6510551232753,-0.605305520359382
8.03,-26.6519919070531,-0.606023880872098
8.04,-26.6529635884699,-0.606742276430545
8.05,-26.6539701677416,-0.607460707312831
8.06,-26.655011645358,-0.608179173796355
8.07,-26.6560880220826,-0.608897676157688
8.08,-26.657199298953,-0.60961621467268
8.09,-26.658345477281,-0.610334789616428
8.1,-26.6595265586515,-0.611053401263152
8.11,-26.660742544924,-0.611772049886371
8.12,-26.6619934382315,-0.612490735758731
8.13,-26.6632792409813,-0.613209459152122
8.14,-26.6645999558543,-0.613928220337628
8.15,-26.6659555858054,-0.614647019585482
8.16,-26.6673461340639,-0.615365857165151
8.17,-26.6687716041325,-0.616084733345368
8.18,-26.6702319997889,-0.616803648393746
8.19,-26.6717273250844,-0.617522602577453
8.2,-26.6732575843449,-0.618241596162527
8.21,-26.6748227821705,-0.618960629414261
8.22,-26.6764229234361,-0.61967970259718
8.23,-26.6780580132908,-0.620398815974812
8.24,-26.6797280571587,-0.621117969809973
8.25,-26.6814330607386,-0.62183716436457
8.26,-26.6831730300046,-0.622556399899592
8.27,-26.6849479712052,-0.623275676675302
8.28,-26.686757890865,-0.623994994950875
8.29,-26.6886027957832,-0.62471435498483
8.3,-26.6904826930354,-0.625433757034709
8.31,-26.6923975899724,-0.626153201357098
8.32,-26.6943474942211,-0.626872688207862
8.33,-26.6963324136846,-0.627592217841842
8.34,-26.6983523565422,-0.628311790513024
8.35,-26.70040733125,-0.62903140647447
8.36,-26.7024973465406,-0.62975106597837
8.37,-26.7046224114237,-0.630470769276009
8.38,-26.7067825351862,-0.631190516617766
8.39,-26.7089777273926,-0.631910308252998
8.4,-26.711207997885,-0.632630144430312
8.41,-26.7134733567835,-0.633350025397172
8.42,-26.7157738144867,-0.63406995140034
8.43,-26.7181093816712,-0.634789922685527
8.44,-26.7204800692929,-0.635509939497485
8.45,-26.7228858885868,-0.636230002080083
8.46,-26.7253268510671,-0.636950110676229
8.47,-26.7278029685279,-0.63767026552783
8.48,-26.7303142530436,-0.638390466875888
8.49,-26.7328607169684,-0.639110714960496
8.5,-26.7354423729373,-0.639831010020691
8.51,-26.7380592338678,-0.640551352294553
8.52,-26.7407113129568,-0.641271742019258
8.53,-26.7433986236842,-0.641992179431075
8.54,-26.7461211798117,-0.642712664765034
8.55,-26.7488789953842,-0.643433198255482
8.56,-26.7516720847287,-0.644153780135623
8.57,-26.754500462456,-0.644874410637616
8.58,-26.7573641434611,-0.645595089992893
8.59,-26.7602631429224,-0.6463158184316
8.6,-26.7631974763035,-0.647036596183027
8.61,-26.7661671593529,-0.647757423475473
8.62,-26.7691722081048,-0.648478300536163
8.63,-26.7722126388792,-0.649199227591437
8.64,-26.7752884682825,-0.649920204866476
8.65,-26.7783997132085,-0.650641232585525
8.66,-26.7815463908376,-0.651362310971881
8.67,-26.784728518639,-0.652083440247646
8.68,-26.7879461143697,-0.652804620634139
8.69,-26.791199196076,-0.653525852351345
8.7,-26.7944877820932,-0.654247135618455
8.71,-26.7978118910474,-0.654968470653659
8.72,-26.8011715418541,-0.655689857673876
8.73,-26.804566753721,-0.65641129689528
8.74,-26.8079975461465,-0.657132788532713
8.75,-26.8114639389219,-0.65785433280016
8.76,-26.8149659521309,-0.658575929910534
8.77,-26.8185036061508,-0.659297580075714
8.78,-26.8220769216527,-0.660019283506397
8.79,-26.825685919602,-0.660741040412356
8.8,-26.8293306212601,-0.661462851002262
8.81,-26.8330110481836,-0.6621847154838
8.82,-26.8367272222255,-0.66290663406338
8.83,-26.8404791655363,-0.663628606946624
8.84,-26.8442669005639,-0.664350634337886
8.85,-26.8480904500549,-0.665072716440508
8.86,-26.8519498370549,-0.665794853456753
8.87,-26.8558450849091,-0.666517045587853
8.88,-26.8597762172634,-0.667239293033903
8.89,-26.863743258065,-0.667961595993906
8.9,-26.8677462315626,-0.668683954665865
8.91,-26.8717851623078,-0.669406369246605
8.92,-26.8758600751556,-0.670128839931966
8.93,-26.8799709952647,-0.670851366916468
8.94,-26.8841179480995,-0.67157395039388
8.95,-26.8883009594291,-0.672296590556476
8.96,-26.8925200553296,-0.673019287595915
8.97,-26.8967752621838,-0.673742041702279
8.98,-26.901066606683,-0.674464853064874
8.99,-26.9053941158272,-0.67518772187172
9,-26.9097578169255,-0.675910648309805
9.01,-26.9141577375981,-0.676633632564974
9.02,-26.9185939057762,-0.67735667482203
9.03,-26.9230663497028,-0.678079775264529
9.04,-26.9275750979345,-0.678802934075089
9.05,-26.9321201793412,-0.679526151435017
9.06,-26.9367016231081,-0.680249427524683
9.07,-26.9413194587355,-0.68097276252321
9.08,-26.9459737160405,-0.681696156608648
9.09,-26.9506644251575,-0.682419609957836
9.1,-26.9553916165395,-0.683143122746661
9.11,-26.9601553209587,-0.683866695149688
9.12,-26.9649555695074,-0.68459032734053
9.13,-26.9697923935992,-0.685314019491438
9.14,-26.97466582497,-0.686037771773771
9.15,-26.9795758956788,-0.686761584357614
9.16,-26.9845226381086,-0.687485457411887
9.17,-26.9895060849678,-0.68820939110455
9.18,-26.9945262692908,-0.68893338560219
9.19,-26.9995832244394,-0.689657441070321
9.2,-27.0046769841034,-0.690381557673551
9.21,-27.0098075823018,-0.691105735574843
9.22,-27.0149750533842,-0.691829974936478
9.23,-27.0201794320318,-0.692554275919362
9.24,-27.0254207532577,-0.693278638683253
9.25,-27.0306990524092,-0.694003063386912
9.26,-27.036014365168,-0.694727550187735
9.27,-27.0413667275515,-0.695452099242062
9.28,-27.0467561759146,-0.69617671070515
9.29,-27.0521827469498,-0.696901384731011
9.3,-27.0576464776886,-0.69762612147233
9.31,-27.0631474055042,-0.698350921080956
9.32,-27.0686855681101,-0.699075783707408
9.33,-27.0742610035631,-0.699800709501067
9.34,-27.079873750264,-0.700525698609996
9.35,-27.0855238469592,-0.701250751181359
9.36,-27.0912113327408,-0.701975867360982
9.37,-27.0969362470494,-0.702701047293496
9.38,-27.102698629674,-0.703426291122519
9.39,-27.1084985207543,-0.704151598990341
9.4,-27.1143359607813,-0.704876971038226
9.41,-27.1202109905988,-0.705602407405993
9.42,-27.1261236514047,-0.706327908232675
9.43,-27.1320739847527,-0.70705347365579
9.44,-27.138062032553,-0.707779103811798
9.45,-27.1440878370739,-0.70850479883604
9.46,-27.1501514409436,-0.709230558862646
9.47,-27.1562528871507,-0.709956384024444
9.48,-27.1623922190466,-0.710682274453295
9.49,-27.1685694803462,-0.711408230279769
9.5,-27.1747847151292,-0.712134251633202
9.51,-27.1810379678424,-0.712860338641697
9.52,-27.1873292833001,-0.713586491432418
9.53,-27.1936587066864,-0.714312710131155
9.54,-27.2000262835564,-0.71503899486251
9.55,-27.2064320598373,-0.71576534574993
9.56,-27.2128760818305,-0.71649176291576
9.57,-27.2193583962125,-0.717218246480952
9.58,-27.2258790500375,-0.717944796565448
9.59,-27.2324380907375,-0.718671413287937
9.6,-27.2390355661251,-0.71939809676602
9.61,-27.2456715243944,-0.720124847115809
9.62,-27.2523460141227,-0.720851664452631
9.63,-27.2590590842722,-0.721578548890216
9.64,-27.265810784192,-0.722305500541408
9.65,-27.2726011636189,-0.723032519517799
9.66,-27.2794302726797,-0.723759605929504
9.67,-27.2862981618927,-0.72448675988591
9.68,-27.2932048821693,-0.725213981494829
9.69,-27.3001504848161,-0.725941270863097
9.7,-27.3071350215357,-0.72666862809618
9.71,-27.3141585444297,-0.727396053298539
9.72,-27.3212211059993,-0.728123546573203
9.73,-27.328322759148,-0.728851108022315
9.74,-27.3354635571825,-0.729578737746485
9.75,-27.3426435538154,-0.730306435845401
9.76,-27.3498628031661,-0.731034202417303
9.77,-27.3571213597633,-0.731762037559409
9.78,-27.3644192785472,-0.732489941367805
9.79,-27.3717566148698,-0.733217913937082
9.8,-27.3791334244987,-0.733945955360883
9.81,-27.3865497636176,-0.734674065731514
9.82,-27.3940056888291,-0.735402245140321
9.83,-27.4015012571562,-0.73613049367712
9.84,-27.4090365260439,-0.736858811430657
9.85,-27.4166115533626,-0.737587198488652
9.86,-27.4242263974081,-0.738315654937321
9.87,-27.4318811169053,-0.739044180861838
9.88,-27.4395757710091,-0.739772776346221
9.89,-27.4473104193074,-0.740501441473199
9.9,-27.4550851218223,-0.741230176324357
9.91,-27.4628999390127,-0.741958980980078
9.92,-27.4707549317762,-0.742687855519406
9.93,-27.4786501614517,-0.743416800020394
9.94,-27.4865856898205,-0.744145814559763
9.95,-27.4945615791096,-0.744874899213077
9.96,-27.5025778919931,-0.745604054054649
9.97,-27.5106346915951,-0.746333279157709
9.98,-27.518732041491,-0.747062574594077
