"Freq [GHz]","dB(St(sma_cpw_Unnamed_4_T1,sma_cpw_Unnamed_4_T1)) []","dB(St(micro_line_T1,sma_cpw_Unnamed_4_T1)) []"
2.87,-6.16651053724318,-1.24759769750989
2.88,-6.15792912225744,-1.25058183425171
2.89,-6.15113040720234,-1.25300047111983
2.9,-6.14611339061531,-1.25485034154776
2.91,-6.14287876664339,-1.25612854962171
2.92,-6.14142893452721,-1.2568325728105
2.93,-6.14176801129183,-1.25696026502109
2.94,-6.14390184769238,-1.2565098599908
2.95,-6.14783804747576,-1.25547997502743
2.96,-6.15358599003147,-1.25386961510686
2.97,-6.161156856518,-1.25167817733712
2.98,-6.17056365956481,-1.24890545579738
2.99,-6.18182127666364,-1.2455516467584
3,-6.19494648737801,-1.24161735429104
3.01,-6.2099580145153,-1.23710359626756
3.02,-6.2268765694222,-1.23201181075975
3.03,-6.24572490158209,-1.22634386283643
3.04,-6.26652785271184,-1.2201020517619
3.05,-6.28931241557539,-1.21328911859509
3.06,-6.31410779775356,-1.20590825418808
3.07,-6.34094549063296,-1.19796310758082
3.08,-6.36985934390221,-1.18945779478714
3.09,-6.40088564587122,-1.18039690796553
3.1,-6.43406320995974,-1.17078552496569
3.11,-6.46943346773338,-1.16062921924012
3.12,-6.50704056890189,-1.14993407010755
3.13,-6.54693148873288,-1.13870667335231
3.14,-6.5891561433774,-1.12695415214127
3.15,-6.63376751365072,-1.1146841682369
3.16,-6.68082177786305,-1.10190493348206
3.17,-6.73037845435221,-1.08862522152851
3.18,-6.78250055443201,-1.07485437977787
3.19,-6.83725474653954,-1.06060234149964
3.2,-6.89471153244017,-1.04587963808715
3.21,-6.95494543643249,-1.03069741140768
3.22,-7.01803520858808,-1.01506742619861
3.23,-7.08406404316236,-0.999002082456685
3.24,-7.15311981342505,-0.982514427762214
3.25,-7.22529532428277,-0.965618169474871
3.26,-7.30068858420195,-0.948327686732105
3.27,-7.37940309809081,-0.930658042175352
3.28,-7.46154818296311,-0.912624993323342
3.29,-7.54723930838742,-0.894245003505382
3.3,-7.63659846392267,-0.875535252261236
3.31,-7.72975455595519,-0.856513645107745
3.32,-7.82684383658536,-0.837198822565502
3.33,-7.92801036746246,-0.817610168332327
3.34,-8.03340652173284,-0.797767816483587
3.35,-8.14319352754881,-0.777692657572723
3.36,-8.25754205687758,-0.757406343498764
3.37,-8.37663286364693,-0.736931291001354
3.38,-8.50065747555507,-0.716290683637711
3.39,-8.62981894414361,-0.695508472090255
3.4,-8.76433265796187,-0.674609372648439
3.41,-8.90442722380719,-0.653618863703745
3.42,-9.05034542106486,-0.632563180093026
3.43,-9.20234523402941,-0.611469305121947
3.44,-9.36070096667734,-0.590364960098934
3.45,-9.52570444355377,-0.569278591208406
3.46,-9.69766629905589,-0.54823935355303
3.47,-9.8769173551965,-0.527277092196318
3.48,-10.0638100845619,-0.506422320040403
3.49,-10.2587201501538,-0.485706192379062
3.5,-10.4620480064294,-0.465160477973388
3.51,-10.6742205351651,-0.444817526506407
3.52,-10.8956926743798,-0.424710232284755
3.53,-11.1269489765326,-0.404871994069172
3.54,-11.3685050007734,-0.385336670931829
3.55,-11.6209083992482,-0.366138534057375
3.56,-11.8847394937058,-0.34731221442605
3.57,-12.1606110478882,-0.328892646341056
3.58,-12.4491668118891,-0.310915006789454
3.59,-12.7510782303689,-0.293414650654743
3.6,-13.0670384437073,-0.276427041831071
3.61,-13.397752336451,-0.259987680323592
3.62,-13.7439208538273,-0.244132025455092
3.63,-14.1062170496992,-0.228895415337478
3.64,-14.4852502609439,-0.214312982806758
3.65,-14.8815133126741,-0.200419568060481
3.66,-15.2953056178836,-0.187249628279204
3.67,-15.7266223288296,-0.174837144555159
3.68,-16.1749963060065,-0.163215526493936
3.69,-16.6392758633827,-0.152417514896101
3.7,-17.1173179943914,-0.142475082966496
3.71,-17.605576534136,-0.133419336537229
3.72,-18.0985727105967,-0.125280413827655
3.73,-18.5882614759083,-0.118087385298113
3.74,-19.0633657077279,-0.11186815418634
3.75,-19.5088571589865,-0.106649358343671
3.76,-19.9059151759017,-0.102456274014223
3.77,-20.2328308544901,-0.0993127222248399
3.78,-20.4672848636307,-0.09724097847568
3.79,-20.5899965827335,-0.0962616864461293
3.8,-20.5888977231399,-0.0963937764564879
3.81,-20.4622120142684,-0.0976543894597253
3.82,-20.2189420495503,-0.100058807380348
3.83,-19.8765066663064,-0.103620390675214
3.84,-19.4567251576578,-0.108350524069187
3.85,-18.9818589988479,-0.114258571514702
3.86,-18.4718550117501,-0.121351841539408
3.87,-17.9430319071539,-0.129635564259467
3.88,-17.4078701495404,-0.139112881405753
3.89,-16.8754203461517,-0.14978485065418
3.9,-16.3519476497974,-0.161650465216537
3.91,-15.8415877039489,-0.174706688799102
3.92,-15.3469132335117,-0.18894850434456
3.93,-14.8693832898827,-0.204368972081005
3.94,-14.4096818812428,-0.220959288121771
3.95,-13.9679652083891,-0.238708829564015
3.96,-13.5440383931172,-0.257605167263907
3.97,-13.1374799336974,-0.277634026417992
3.98,-12.7477283364167,-0.298779182231377
3.99,-12.37414179373,-0.321022296799866
4,-12.0160388448627,-0.344342732071509
4.01,-11.6727257086484,-0.368717401550194
4.02,-11.3435143238429,-0.394120732544671
4.03,-11.0277339402208,-0.420524787779962
4.04,-10.7247382562935,-0.447899544548196
4.05,-10.4339095014626,-0.476213275794675
4.06,-10.1546604401243,-0.505432949242611
4.07,-9.88643498037966,-0.535524569635825
4.08,-9.62870786324543,-0.566453424029635
4.09,-9.3809837632285,-0.598184228488539
4.1,-9.14279602934554,-0.630681199852556
4.11,-8.91370522418895,-0.66390808427703
4.12,-8.69329756844311,-0.697828169974846
4.13,-8.4811833630153,-0.732404302263971
4.14,-8.27699543624649,-0.767598909918013
4.15,-8.08038764640531,-0.803374045262355
4.16,-7.89103345766149,-0.839691436698182
4.17,-7.70862459944457,-0.876512550710064
4.18,-7.53286981343248,-0.91379866008521
4.19,-7.36349368861069,-0.951510915400959
4.2,-7.20023558234989,-0.989610417401984
4.21,-7.04284862387865,-1.0280582884744
4.22,-6.89109879559983,-1.06681574193227
4.23,-6.74476408721819,-1.10584414823606
4.24,-6.60363371747129,-1.14510509756759
4.25,-6.46750741828503,-1.18456045840857
4.26,-6.33619477633969,-1.22417243192946
4.27,-6.2095146272789,-1.26390360210839
4.28,-6.0872944980906,-1.30371698157994
4.29,-5.96937009350696,-1.34357605326959
4.3,-5.85558482259624,-1.38344480790981
4.31,-5.7457893620373,-1.42328777756237
4.32,-5.63984125287437,-1.46307006529156
4.33,-5.53760452783545,-1.50275737114754
4.34,-5.43894936656335,-1.54231601462938
4.35,-5.34375177635053,-1.58171295380377
4.36,-5.25189329618782,-1.62091580126021
4.37,-5.16326072213286,-1.65989283708529
4.38,-5.07774585217984,-1.69861301903944
4.39,-4.99524524896697,-1.73704599011842
4.4,-4.91566001879717,-1.77516208368007
4.41,-4.8388956055718,-1.81293232631332
4.42,-4.76486159835024,-1.85032843862253
4.43,-4.69347155135217,-1.88732283409567
4.44,-4.62464281531746,-1.92388861621899
4.45,-4.5582963792325,-1.95999957399525
4.46,-4.49435672152299,-1.99563017601585
4.47,-4.43275166990274,-2.03075556323069
4.48,-4.37341226915639,-2.06535154055219
4.49,-4.31627265622015,-2.09939456742294
4.5,-4.26126994200844,-2.13286174746876
4.51,-4.20834409951397,-2.16573081735128
4.52,-4.15743785778331,-2.19798013492689
4.53,-4.10849660143795,-2.22958866681046
4.54,-4.06146827547076,-2.26053597543515
4.55,-4.01630329509993,-2.29080220569114
4.56,-3.97295446050548,-2.32036807121859
4.57,-3.93137687630879,-2.34921484042173
4.58,-3.8915278756824,-2.37732432226321
4.59,-3.85336694899886,-2.40467885188893
4.6,-3.8168556769425,-2.43126127612537
4.61,-3.78195766802027,-2.4570549388822
4.62,-3.7486385004172,-2.48204366648336
4.63,-3.71686566815123,-2.50621175293955
4.64,-3.68660853149143,-2.5295439451645
4.65,-3.65783827161486,-2.55202542812453
4.66,-3.63052784949191,-2.57364180989801
4.67,-3.60465196900717,-2.59437910660595
4.68,-3.58018704434648,-2.61422372715741
4.69,-3.55711117170845,-2.63316245773372
4.7,-3.53540410543408,-2.65118244591158
4.71,-3.51504723869085,-2.66827118429795
4.72,-3.49602358889945,-2.68441649351635
4.73,-3.47831778815454,-2.69960650434514
4.74,-3.46191607896716,-2.71382963876035
4.75,-3.44680631574953,-2.72707458957811
4.76,-3.43297797257641,-2.73933029832083
4.77,-3.42042215789666,-2.7505859308443
4.78,-3.40913163704107,-2.76083085015579
4.79,-3.39910086358674,-2.77005458571911
4.8,-3.39032602090695,-2.77824679837711
4.81,-3.38280507557387,-2.78539723981248
4.82,-3.37653784471136,-2.79149570520572
4.83,-3.37152607994439,-2.7965319774163
4.84,-3.3677735712983,-2.80049576059174
4.85,-3.36528627531658,-2.80337660057112
4.86,-3.36407247285833,-2.80516378876293
4.87,-3.36414296360202,-2.80584624529579
4.88,-3.36551130634617,-2.80541237611204
4.89,-3.36819411693814,-2.80384989722597
4.9,-3.37221143931607,-2.80114561752299
4.91,-3.37758721004042,-2.79728516914179
4.92,-3.38434984325173,-2.79225267158756
4.93,-3.39253297177689,-2.78603031226504
4.94,-3.40217639179067,-2.77859782228205
4.95,-3.41332727371204,-2.76993182284216
4.96,-3.42604172122983,-2.76000501616886
4.97,-3.4403867825165,-2.74878520029575
4.98,-3.45644303768004,-2.73623411033395
4.99,-3.47430788763489,-2.72230615670362
5,-3.49409960337943,-2.7069473085312
5.01,-3.51596192456479,-2.69009482197478
5.02,-3.54006813353702,-2.67167966878448
5.03,-3.5666209298514,-2.65163657206237
5.04,-3.59583651503944,-2.62993504871089
5.05,-3.62787599679032,-2.60667031113708
5.06,-3.66259928997929,-2.58233722331406
5.07,-3.6986714306919,-2.55873065800378
5.08,-3.72994044043409,-2.54238360136535
5.09,-3.72739744605633,-2.56134609752569
5.1,-3.5142796847781,-2.79103333497177
5.11,-1.7463282802976,-5.83311601408368
5.12,-1.26447333719608,-7.04493997565529
5.13,-2.70917659416941,-3.60619130628545
5.14,-3.19475615729967,-3.0287314598473
5.15,-3.42059932021734,-2.80818787842664
5.16,-3.55832442999433,-2.68689346704852
5.17,-3.65830988379294,-2.60484003948389
5.18,-3.73957276219204,-2.54168388553064
5.19,-3.81063484824483,-2.48887334508414
5.2,-3.87576170306796,-2.44231024867192
5.21,-3.93719444381622,-2.39990671982241
5.22,-3.99601241208761,-2.36067476537242
5.23,-4.05236683013946,-2.32447201017582
5.24,-4.10512649835726,-2.29235353476703
5.25,-4.15002420390273,-2.26874613050069
5.26,-4.17130190207001,-2.27670284036069
5.27,-4.28348002298019,-2.6109640435164
5.28,-4.52540751280601,-2.06675100807082
5.29,-4.5376871381649,-2.03955251787024
5.3,-4.58491621232289,-2.01110964334462
5.31,-4.64419199399206,-1.97912512309937
5.32,-4.70932990595497,-1.9454304937648
5.33,-4.7781305354871,-1.91090937725552
5.34,-4.84960043820215,-1.87602215026741
5.35,-4.9231938870965,-1.84104524352896
5.36,-4.99855156525404,-1.80616899179674
5.37,-5.0753938439301,-1.77154090766362
5.38,-5.15347109628905,-1.7372864255254
5.39,-5.2325379065295,-1.70351951832944
5.4,-5.31233835123264,-1.67034839960754
5.41,-5.39259688914943,-1.63787867521584
5.42,-5.4730123708292,-1.60621508906542
5.43,-5.55325399812662,-1.57546244673962
5.44,-5.63295869839988,-1.54572602726284
5.45,-5.71172970949178,-1.51711165192597
5.46,-5.78913635984556,-1.48972550164978
5.47,-5.86471514570121,-1.46367372863027
5.48,-5.93797228939267,-1.43906187755838
5.49,-6.00838802901313,-1.41599410708837
5.5,-6.07542295540979,-1.39457217660631
5.51,-6.13852679645651,-1.37489412971237
5.52,-6.19715018280674,-1.35705255422622
5.53,-6.25076017527994,-1.34113221169581
5.54,-6.29886081599955,-1.32720667406939
5.55,-6.34102094568601,-1.31533331263136
5.56,-6.37691359082909,-1.30554540328429
5.57,-6.4063757487071,-1.29783888705455
5.58,-6.42950793860003,-1.29214855036874
5.59,-6.4468595337793,-1.2883015357191
5.6,-6.45982107435754,-1.28591719792271
5.61,-6.47159095158748,-1.28416220158192
5.62,-6.49007831866309,-1.28103669074462
5.63,-6.53965890469951,-1.27065154294301
5.64,-6.74605294268958,-1.22621699259518
5.65,-9.06685242719092,-6.36895778752409
5.66,-5.71786089649687,-1.53896931065308
5.67,-5.86810826335487,-1.48070601077773
5.68,-5.86951978271299,-1.4810629561902
5.69,-5.82713311648834,-1.49735071327433
5.7,-5.76332647282615,-1.52165678431199
5.71,-5.68612316531765,-1.55141169962713
5.72,-5.59938691557361,-1.58551173740673
5.73,-5.50540858537264,-1.62338502737352
5.74,-5.40576974746176,-1.66468737930755
5.75,-5.30168446896146,-1.70918271702123
5.76,-5.19415099987357,-1.75668960538812
5.77,-5.08402484945628,-1.80705501946005
5.78,-4.97205634276548,-1.86014059372511
5.79,-4.85891113185462,-1.9158150810035
5.8,-4.74518221753133,-1.97395011234826
5.81,-4.63139767045085,-2.03441780803192
5.82,-4.51802617718748,-2.09708947161073
5.83,-4.40548150735014,-2.16183493828873
5.84,-4.29412646302921,-2.22852232677066
5.85,-4.18427658708033,-2.29701804160117
5.86,-4.0762037538773,-2.36718692903187
5.87,-3.97013968517598,-2.43889252282404
5.88,-3.86627939272407,-2.51199733698642
5.89,-3.7647845306278,-2.58636317559275
5.9,-3.66578663426942,-2.66185143848669
5.91,-3.56939022299089,-2.73832340755391
5.92,-3.47567574746531,-2.81564050232115
5.93,-3.38470236773032,-2.89366449651851
5.94,-3.29651055316262,-2.97225768928532
5.95,-3.21112450064635,-3.05128302613114
5.96,-3.12855437155319,-3.13060416572785
5.97,-3.04879835181154,-3.21008548919307
5.98,-2.97184454230762,-3.28959204878424
5.99,-2.89767268919795,-3.36898945288775
6,-2.82625576551634,-3.44814368387304
6.01,-2.7575614168387,-3.52692084478469
6.02,-2.69155328483427,-3.60518682995555
6.03,-2.62819222339256,-3.68280691341137
6.04,-2.56743742277943,-3.75964524736047
6.05,-2.50924745804847,-3.83556426106226
6.06,-2.45358127882745,-3.91042394786197
6.07,-2.40039915873165,-3.98408102505697
6.08,-2.34966362416196,-4.05638794737977
6.09,-2.30134038428603,-4.12719175005031
6.1,-2.25539928677575,-4.19633269132164
6.11,-2.21181532764045,-4.26364265688839
6.12,-2.17056974859166,-4.32894327902228
6.13,-2.13165126225696,-4.39204371128668
6.14,-2.09505745485057,-4.4527379844288
6.15,-2.0607964284631,-4.51080184960384
6.16,-2.02888876215072,-4.56598899020844
6.17,-1.99936989416371,-4.61802645169088
6.18,-1.97229305933413,-4.66660909773361
6.19,-1.94773295922028,-4.71139284866138
6.2,-1.92579040289997,-4.75198639088477
6.21,-1.90659824017787,-4.78794096158649
6.22,-1.8903290261374,-4.81873770841744
6.23,-1.87720501992757,-4.84377200046316
6.24,-1.86751134947211,-4.86233393339452
6.25,-1.86161348941085,-4.8735841586757
6.26,-1.85998062260511,-4.87652415364342
6.27,-1.86321698506232,-4.86996033156947
6.28,-1.87210384491913,-4.8524624349264
6.29,-1.88765498201992,-4.82231957218896
6.3,-1.91118724124298,-4.77750472978765
6.31,-1.94440131316589,-4.71567723976602
6.32,-1.98944535333008,-4.63429940186998
6.33,-2.04886155952107,-4.53106299260081
6.34,-2.12508724933129,-4.40513723521983
6.35,-2.2184619100236,-4.2606155820244
6.36,-2.32047989432971,-4.11598164019182
6.37,-2.39324769177777,-4.03022723308129
6.38,-2.32163929700552,-4.17235345174385
6.39,-1.89582901992292,-4.9721302864121
6.4,-1.11170387530243,-7.25783306082214
6.41,-0.448428091998908,-12.0759782704691
6.42,-0.172367225616878,-21.9174200001221
6.43,-0.138337842895928,-27.1942228083333
6.44,-0.19193818139785,-18.0059284150828
6.45,-0.264993398580833,-14.8018961620165
6.46,-0.334735911413737,-13.1032568883684
6.47,-0.395204777524899,-12.0541972716709
6.48,-0.445955894157243,-11.348388835224
6.49,-0.488135488905261,-10.8459947705839
6.5,-0.523176186469047,-10.4736708394301
6.51,-0.552394818428057,-10.1892033721311
6.52,-0.576896290787135,-9.96659202864003
6.53,-0.597576896693513,-9.78896419121522
6.54,-0.615155236311768,-9.6449040129187
6.55,-0.630206407537171,-9.52641857235245
6.56,-0.64319203852237,-9.42774874582765
6.57,-0.654484660628911,-9.34464243002689
6.58,-0.664386854511091,-9.27389345913964
6.59,-0.673146095150017,-9.21303960269883
6.6,-0.68096622061968,-9.16015921815535
6.61,-0.688016304294171,-9.11373097956953
6.62,-0.694437545903559,-9.07253502834475
6.63,-0.700348653040695,-9.03558197772283
6.64,-0.705850069845182,-9.00206104719753
6.65,-0.711027321474336,-8.97130158711022
6.66,-0.715953676648865,-8.94274413805011
6.67,-0.720692281044767,-8.91591838647289
6.68,-0.725297877412288,-8.89042617973721
6.69,-0.729818200780777,-8.86592830190837
6.7,-0.734295116503849,-8.84213407902046
6.71,-0.738765553399806,-8.81879313715549
6.72,-0.743262272515864,-8.7956888157956
6.73,-0.747814503117262,-8.77263286654525
6.74,-0.752448470658126,-8.74946115942598
6.75,-0.757187836204252,-8.72603018619463
6.76,-0.762054062659382,-8.70221419979036
6.77,-0.767066719905338,-8.67790286608484
6.78,-0.77224373838418,-8.65299933209363
6.79,-0.77760161855914,-8.62741863618405
6.8,-0.78315560195952,-8.60108640237005
6.81,-0.78891980803554,-8.57393777382425
6.82,-0.794907339730954,-8.54591655124204
6.83,-0.801130359437153,-8.51697451043088
6.84,-0.807600135734783,-8.48707088110678
6.85,-0.814327059953875,-8.45617197593534
6.86,-0.821320629960692,-8.42425096595122
6.87,-0.828589396526371,-8.39128780631558
6.88,-0.836140864881996,-8.357269325841
6.89,-0.843981340205671,-8.32218950613868
6.9,-0.852115700166523,-8.28604999366241
6.91,-0.860547069199707,-8.24886091362959
6.92,-0.869276356105436,-8.21064209433868
6.93,-0.878301595735606,-8.17142487343614
6.94,-0.887617001380499,-8.13125476162575
6.95,-0.897211576692316,-8.09019541668654
6.96,-0.90706703480031,-8.0483346947363
6.97,-0.917154588042637,-8.00579412508242
6.98,-0.927429821038613,-7.9627442752046
6.99,-0.937824156840584,-7.91943075956883
7,-0.948229928297756,-7.87622062765669
7.01,-0.958472634456254,-7.83369059984319
7.02,-0.96825535810989,-7.79280906660044
7.03,-0.977036177001795,-7.75535319482302
7.04,-0.983720894035084,-7.72501242830114
7.05,-0.985741001061714,-7.71099003124308
7.06,-0.975417249317892,-7.74462830953159
7.07,-0.918614358246334,-8.04243250203585
7.08,-1.92606137430313,-6.66664538416812
7.09,-1.23143618179094,-7.07111101975152
7.1,-1.18604395578732,-7.12601322723355
7.11,-1.1808653518571,-7.11494345669999
7.12,-1.18703347085797,-7.08229786381297
7.13,-1.1981224114874,-7.03993350331091
7.14,-1.21188658669076,-6.99239207902318
7.15,-1.22732626980669,-6.94183029178651
7.16,-1.24391770639024,-6.88944121633885
7.17,-1.26134927235848,-6.83597017730604
7.18,-1.27941389714233,-6.78193326858996
7.19,-1.29795940780568,-6.72772082382869
7.2,-1.31686335387725,-6.67365068602201
7.21,-1.33601927311401,-6.61999743872044
7.22,-1.355328757318,-6.56700923017255
7.23,-1.37469667197964,-6.51491777771107
7.24,-1.3940282060601,-6.46394441160571
7.25,-1.41322705529898,-6.41430370106571
7.26,-1.43219435762162,-6.36620553341895
7.27,-1.45082816527801,-6.31985615861228
7.28,-1.46902332892938,-6.27545851197487
7.29,-1.48667171922474,-6.23321201423842
7.3,-1.50366273913727,-6.19331198118213
7.31,-1.51988409471325,-6.15594873584277
7.32,-1.53522279800228,-6.12130649285909
7.33,-1.54956637673687,-6.08956207084436
7.34,-1.56280426266594,-6.06088348089039
7.35,-1.57482932561899,-6.03542843504811
7.36,-1.58553951440762,-6.01334281637486
7.37,-1.59483955944798,-5.99475915085696
7.38,-1.60264268632773,-5.97979512049125
7.39,-1.60887228519348,-5.96855215553179
7.4,-1.61346347846113,-5.96111414202537
7.41,-1.61636452947947,-5.95754627804185
7.42,-1.61753803775786,-5.9578941083441
7.43,-1.61696187232532,-5.96218276259836
7.44,-1.61462980359763,-5.97041641669776
7.45,-1.61055180540902,-5.98257799048089
7.46,-1.60475401200172,-5.99862908831384
7.47,-1.59727832896247,-6.01851018190621
7.48,-1.58818171144093,-6.04214102765576
7.49,-1.5775351365498,-6.06942130404467
7.5,-1.56542230876493,-6.10023144841864
7.51,-1.55193814669952,-6.13443366711095
7.52,-1.53718710631687,-6.17187308851578
7.53,-1.52128139921419,-6.2123790254836
7.54,-1.50433916505612,-6.25576631137745
7.55,-1.48648265479751,-6.30183667327166
7.56,-1.46783647643481,-6.350380106025
7.57,-1.4485259482277,-6.40117621220172
7.58,-1.42867559626313,-6.45399547487152
7.59,-1.40840782453235,-6.50860043301499
7.6,-1.38784177694632,-6.56474673238919
7.61,-1.36709240243318,-6.62218402806262
7.62,-1.34626972684005,-6.68065671822703
7.63,-1.32547832907853,-6.73990449215211
7.64,-1.30481701397382,-6.79966267812204
7.65,-1.28437867066344,-6.85966237974753
7.66,-1.26425030312452,-6.9196303910805
7.67,-1.24451321840986,-6.97928888238844
7.68,-1.22524335832829,-7.03835484920205
7.69,-1.20651176148376,-7.09653931728403
7.7,-1.18838514466621,-7.15354629542265
7.71,-1.17092659545863,-7.20907146639875
7.72,-1.15419637151731,-7.26280060404402
7.73,-1.13825280626822,-7.31440770094964
7.74,-1.12315332576605,-7.36355278702378
7.75,-1.10895558727506,-7.40987941363327
7.76,-1.09571875691497,-7.45301177139979
7.77,-1.08350495172578,-7.49255140169928
7.78,-1.07238088110235,-7.52807345240642
7.79,-1.06241973422772,-7.55912241725004
7.8,-1.05370337455089,-7.5852072851657
7.81,-1.04632492037738,-7.60579601113705
7.82,-1.04039181339452,-7.62030920322296
7.83,-1.03602950588648,-7.62811290202574
7.84,-1.03338593433755,-7.62851030947402
7.85,-1.03263699434301,-7.62073230499101
7.86,-1.03399329194117,-7.60392657191851
7.87,-1.03770852263228,-7.57714515105191
7.88,-1.04408992428953,-7.53933025151513
7.89,-1.05351136547644,-7.48929820017429
7.9,-1.0664297642989,-7.42572153175515
7.91,-1.08340567411804,-7.34710947030519
7.92,-1.10512899175465,-7.25178753097942
7.93,-1.13245077307006,-7.13787786238169
7.94,-1.16642193472273,-7.00328358336137
7.95,-1.20833888438567,-6.8456833415805
7.96,-1.25979427672751,-6.66254772399573
7.97,-1.32272704549481,-6.45119897650478
7.98,-1.39945763248072,-6.20895338362966
7.99,-1.49267856710502,-5.9334181680126
8,-1.60534222652484,-5.62307318149628
